"text","label"
"Port scanning activity was detected targeting WKS-ACCT-045, revealing an open TCP port 4899 tied to a Cobalt Strike beacon listener. Recommend a firewall rule to close the port and block all ingress connections immediately.","block_port"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on SRV-DB-02. An unverified autorun payload updater.exe was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"SOC alert: unauthorized autorun key explorer_helper.exe identified within HKLM\SYSTEM\CurrentControlSet\Services on WKS-HR-221. Restore the registry hive to its pre-infection state by performing a registry rollback of the modified values.","restore_registry"
"SOC alert: unauthorized autorun key backup_agent.exe identified within HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on SRV-APP-03. Restore the registry hive to its pre-infection state by performing a registry rollback of the modified values.","restore_registry"
"Registry monitoring on SRV-DB-02 flagged an unauthorized entry in HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run. The modified values point to scheduled_sync.ps1 as a persistence payload. A registry rollback via regedit is required to revert to the last known good state.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-DEV-118. An unverified autorun payload updater.exe was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Investigation of WKS-HR-221 revealed the registry hive at HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run was tampered with, injecting updater.exe as an autorun mechanism. Registry rollback is required to restore the modified values to baseline.","restore_registry"
"Endpoint agent reported changes to HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on SRV-WEB-07, adding driverhost.exe to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Registry monitoring on WKS-FIN-014 flagged an unauthorized entry in HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon. The modified values point to svchost_helper.dll as a persistence payload. A registry rollback via regedit is required to revert to the last known good state.","restore_registry"
"Forensic triage on SRV-DB-02 found HKLM registry hive keys under HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run modified to load wmiprovider.exe at startup via autorun. Perform a registry rollback using regedit to reverse the modified values.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on SRV-APP-03. An unverified autorun payload netmgr32.dll was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-DEV-118. An unverified autorun payload wmiprovider.exe was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Endpoint agent reported changes to HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on WKS-FIN-014, adding svchost_helper.dll to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"SOC alert: unauthorized autorun key wmiprovider.exe identified within HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on SRV-APP-03. Restore the registry hive to its pre-infection state by performing a registry rollback of the modified values.","restore_registry"
"Endpoint agent reported changes to HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run on WKS-HR-221, adding scheduled_sync.ps1 to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Investigation of SRV-APP-03 revealed the registry hive at HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run was tampered with, injecting scheduled_sync.ps1 as an autorun mechanism. Registry rollback is required to restore the modified values to baseline.","restore_registry"
"Malware analysis confirmed explorer_helper.exe was written into HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce on SRV-WEB-07, establishing autorun persistence. Recommend registry rollback and manual review of modified values in the registry hive using regedit.","restore_registry"
"SOC alert: unauthorized autorun key updater.exe identified within HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run on WKS-HR-221. Restore the registry hive to its pre-infection state by performing a registry rollback of the modified values.","restore_registry"
"SOC alert: unauthorized autorun key svchost_helper.dll identified within HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on WKS-DEV-118. Restore the registry hive to its pre-infection state by performing a registry rollback of the modified values.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-DEV-118. An unverified autorun payload driverhost.exe was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Malware analysis confirmed svchost_helper.dll was written into HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run on SRV-DB-02, establishing autorun persistence. Recommend registry rollback and manual review of modified values in the registry hive using regedit.","restore_registry"
"Registry monitoring on WKS-HR-221 flagged an unauthorized entry in HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run. The modified values point to wintask.vbs as a persistence payload. A registry rollback via regedit is required to revert to the last known good state.","restore_registry"
"SOC alert: unauthorized autorun key explorer_helper.exe identified within HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on WKS-ACCT-045. Restore the registry hive to its pre-infection state by performing a registry rollback of the modified values.","restore_registry"
"Endpoint agent reported changes to HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on WKS-ACCT-045, adding updater.exe to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Investigation of WKS-ACCT-045 revealed the registry hive at HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon was tampered with, injecting explorer_helper.exe as an autorun mechanism. Registry rollback is required to restore the modified values to baseline.","restore_registry"
"Investigation of WKS-FIN-014 revealed the registry hive at HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce was tampered with, injecting explorer_helper.exe as an autorun mechanism. Registry rollback is required to restore the modified values to baseline.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-FIN-014. An unverified autorun payload wintask.vbs was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Malware analysis confirmed scheduled_sync.ps1 was written into HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on WKS-HR-221, establishing autorun persistence. Recommend registry rollback and manual review of modified values in the registry hive using regedit.","restore_registry"
"Investigation of WKS-HR-221 revealed the registry hive at HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce was tampered with, injecting explorer_helper.exe as an autorun mechanism. Registry rollback is required to restore the modified values to baseline.","restore_registry"
"Endpoint agent reported changes to HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run on SRV-WEB-07, adding updater.exe to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on SRV-APP-03. An unverified autorun payload explorer_helper.exe was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-FIN-014. An unverified autorun payload wintask.vbs was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Investigation of WKS-HR-221 revealed the registry hive at HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce was tampered with, injecting backup_agent.exe as an autorun mechanism. Registry rollback is required to restore the modified values to baseline.","restore_registry"
"Endpoint agent reported changes to HKLM\SYSTEM\CurrentControlSet\Services on SRV-APP-03, adding driverhost.exe to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-FIN-014. An unverified autorun payload wintask.vbs was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Endpoint agent reported changes to HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run on WKS-FIN-014, adding wmiprovider.exe to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Endpoint agent reported changes to HKLM\SYSTEM\CurrentControlSet\Services on SRV-DB-02, adding wintask.vbs to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Sysmon Event ID 13 detected anomalous modifications to the HKLM registry hive on WKS-HR-221. An unverified autorun payload updater.exe was added to the Run key. Initiate registry rollback to restore prior modified values.","restore_registry"
"Malware analysis confirmed svchost_helper.dll was written into HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce on SRV-DB-02, establishing autorun persistence. Recommend registry rollback and manual review of modified values in the registry hive using regedit.","restore_registry"
"Malware analysis confirmed netmgr32.dll was written into HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon on WKS-ACCT-045, establishing autorun persistence. Recommend registry rollback and manual review of modified values in the registry hive using regedit.","restore_registry"
"Endpoint agent reported changes to HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce on SRV-APP-03, adding scheduled_sync.ps1 to achieve persistence via the Run key. A regedit-based registry rollback of the modified values is recommended to remove the autorun entry.","restore_registry"
"Incident response on SRV-WEB-07 identified in-memory PowerShell execution consistent with rootkit behavior. Immediate memory acquisition and disk image capture are required for evidence preservation and subsequent Volatility analysis.","snapshot_forensics"
"Analysts observed in-memory PowerShell execution occurring in memory on SRV-DB-02. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Host WKS-DEV-118 exhibits signs of AtomBombing code injection. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"Incident response on SRV-MAIL-01 identified rootkit-level API hooking consistent with rootkit behavior. Immediate memory acquisition and disk image capture are required for evidence preservation and subsequent Volatility analysis.","snapshot_forensics"
"EDR flagged process hollowing on SRV-WEB-07, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Analysts observed reflective DLL injection occurring in memory on WKS-ENG-330. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Incident response on SRV-APP-03 identified rootkit-level API hooking consistent with rootkit behavior. Immediate memory acquisition and disk image capture are required for evidence preservation and subsequent Volatility analysis.","snapshot_forensics"
"Suspicious living-off-the-land binary abuse with in-memory payloads was detected on WKS-ENG-330 with no corresponding disk artifacts. Capture a VSS snapshot and perform memory acquisition of the RAM dump to preserve evidence for Volatility analysis.","snapshot_forensics"
"EDR flagged rootkit-level API hooking on WKS-DEV-118, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Suspicious rootkit-level API hooking was detected on SRV-DB-02 with no corresponding disk artifacts. Capture a VSS snapshot and perform memory acquisition of the RAM dump to preserve evidence for Volatility analysis.","snapshot_forensics"
"Analysts observed fileless malware execution via WMI occurring in memory on WKS-DEV-118. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Incident response on SRV-DB-02 identified fileless malware execution via WMI consistent with rootkit behavior. Immediate memory acquisition and disk image capture are required for evidence preservation and subsequent Volatility analysis.","snapshot_forensics"
"EDR flagged kernel-mode rootkit activity on SRV-MAIL-01, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Analysts observed kernel-mode rootkit activity occurring in memory on SRV-MAIL-01. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"EDR flagged process hollowing on SRV-DB-02, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"EDR flagged memory-resident credential harvesting on SRV-WEB-07, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"EDR flagged process hollowing on SRV-DB-02, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Threat hunting uncovered direct syscall injection technique on SRV-APP-03 that does not persist to disk. Recommend memory acquisition of a RAM dump and a full disk image for evidence preservation ahead of Volatility-based analysis.","snapshot_forensics"
"Host WKS-ENG-330 exhibits signs of direct syscall injection technique. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"Analysts observed kernel-mode rootkit activity occurring in memory on SRV-AD-02. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Fileless malware suspected on SRV-APP-03 due to anomalous memory-resident credential harvesting. Prioritize evidence preservation by performing memory acquisition for a RAM dump to be analyzed via Volatility.","snapshot_forensics"
"Suspicious reflective DLL injection was detected on WKS-DEV-118 with no corresponding disk artifacts. Capture a VSS snapshot and perform memory acquisition of the RAM dump to preserve evidence for Volatility analysis.","snapshot_forensics"
"Host SRV-APP-03 exhibits signs of reflective DLL injection. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"Threat hunting uncovered kernel-mode rootkit activity on WKS-ENG-330 that does not persist to disk. Recommend memory acquisition of a RAM dump and a full disk image for evidence preservation ahead of Volatility-based analysis.","snapshot_forensics"
"Host SRV-MAIL-01 exhibits signs of rootkit-level API hooking. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"EDR flagged process hollowing on SRV-APP-03, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Host WKS-DEV-118 exhibits signs of memory-resident credential harvesting. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"EDR flagged process hollowing on SRV-MAIL-01, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Host WKS-DEV-118 exhibits signs of kernel-mode rootkit activity. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"EDR flagged AtomBombing code injection on SRV-MAIL-01, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"EDR flagged fileless malware execution via WMI on SRV-APP-03, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Threat hunting uncovered rootkit-level API hooking on SRV-WEB-07 that does not persist to disk. Recommend memory acquisition of a RAM dump and a full disk image for evidence preservation ahead of Volatility-based analysis.","snapshot_forensics"
"Analysts observed AtomBombing code injection occurring in memory on SRV-MAIL-01. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Host SRV-MAIL-01 exhibits signs of in-memory PowerShell execution. Given the volatile nature of the artifacts, prioritize snapshot-based evidence preservation, including a RAM dump and VSS snapshot, before running Volatility.","snapshot_forensics"
"Threat hunting uncovered fileless malware execution via WMI on SRV-AD-02 that does not persist to disk. Recommend memory acquisition of a RAM dump and a full disk image for evidence preservation ahead of Volatility-based analysis.","snapshot_forensics"
"Analysts observed reflective DLL injection occurring in memory on SRV-AD-02. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"EDR flagged rootkit-level API hooking on WKS-DEV-118, indicating a likely rootkit. Evidence preservation requires an immediate disk image and RAM dump acquisition prior to remediation, followed by Volatility triage.","snapshot_forensics"
"Analysts observed memory-resident credential harvesting occurring in memory on WKS-ENG-330. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Threat hunting uncovered direct syscall injection technique on SRV-MAIL-01 that does not persist to disk. Recommend memory acquisition of a RAM dump and a full disk image for evidence preservation ahead of Volatility-based analysis.","snapshot_forensics"
"Analysts observed living-off-the-land binary abuse with in-memory payloads occurring in memory on SRV-APP-03. Take a VSS snapshot and acquire a RAM dump for offline analysis with Volatility to preserve volatile evidence before the host is cleaned.","snapshot_forensics"
"Correlation of DNS logs surfaced a suspicious C2 domain backup-restore-svc.org resolving to malicious IP 17.212.208.85. Add these to the watchlist and deploy a custom detection rule in the SIEM for organization-wide monitoring.","create_ioc_alert"
"Traffic analysis revealed communication with malicious IP 180.131.188.43 tied to domain cloudsvc-relay.com. Recommend adding these indicators to the watchlist and creating a custom detection rule to alert on future contact.","create_ioc_alert"
"The dropped payload's SHA256 hash f3da3660c1d3db575c4a79d758e7f2987241c281864a94f9052422a0c1791998 matches known malware communicating with malicious IP 203.8.47.76. Ingest into the threat intelligence feed and create a SIEM rule to detect similar activity.","create_ioc_alert"
"Traffic analysis revealed communication with malicious IP 116.226.152.221 tied to domain api-gateway-cdn.com. Recommend adding these indicators to the watchlist and creating a custom detection rule to alert on future contact.","create_ioc_alert"
"The malware sample's SHA256 hash bd002cf1fcfa7893b1338c1207d1e2ecbf338d836298cb742ac1a2bf982f79c9 was confirmed malicious and linked to C2 domain cloudsvc-relay.com. Update the threat intelligence feed with these IOCs and generate a SIEM rule for network-wide detection.","create_ioc_alert"
"The dropped payload's SHA256 hash f47936b8c424d6a87b0598b02e389da1f3a7c1d8de93279918e60ec2742a339e matches known malware communicating with malicious IP 115.247.176.86. Ingest into the threat intelligence feed and create a SIEM rule to detect similar activity.","create_ioc_alert"
"Traffic analysis revealed communication with malicious IP 150.73.118.119 tied to domain microupdate-check.co. Recommend adding these indicators to the watchlist and creating a custom detection rule to alert on future contact.","create_ioc_alert"
"Traffic analysis revealed communication with malicious IP 203.202.7.68 tied to domain cloudsvc-relay.com. Recommend adding these indicators to the watchlist and creating a custom detection rule to alert on future contact.","create_ioc_alert"
"Traffic analysis revealed communication with malicious IP 202.1.141.220 tied to domain auth-portal-verify.org. Recommend adding these indicators to the watchlist and creating a custom detection rule to alert on future contact.","create_ioc_alert"
"Investigators identified a malicious IP 176.242.34.24 beaconing to C2 infrastructure alongside SHA256 hash 2fdaea514af2be7dc985d81b38ab967d98cc4ece246387dd078174867d47425e. Add both to the watchlist and create a custom detection rule within the SIEM rule set.","create_ioc_alert"
"Incident analysis yielded a novel SHA256 hash 7d5eb4d757b335d0e91d55d217a2af2345afe6ceac06784f534cbefbc2879872 communicating with a known C2 domain cloudsvc-relay.com. Ingest these indicators into the threat intelligence feed and deploy a custom detection rule.","create_ioc_alert"
"The malware sample's SHA256 hash 93b16ba030e234da97fe615c6b7a8c47673d6a4f85c7d176c63414fcd055e1de was confirmed malicious and linked to C2 domain auth-portal-verify.org. Update the threat intelligence feed with these IOCs and generate a SIEM rule for network-wide detection.","create_ioc_alert"
"The dropped payload's SHA256 hash cf98844e8c9832b5c388bb53cc68b8049eb8d4cfb188f553674b4c4d632e4ce5 matches known malware communicating with malicious IP 80.200.66.153. Ingest into the threat intelligence feed and create a SIEM rule to detect similar activity.","create_ioc_alert"
"The malware sample's SHA256 hash 64ec75a53f04901eec3db4e6efff8b75183811390588367f0e2b95dd3cf28e7c was confirmed malicious and linked to C2 domain update-cdn-secure.net. Update the threat intelligence feed with these IOCs and generate a SIEM rule for network-wide detection.","create_ioc_alert"
"Traffic analysis revealed communication with malicious IP 188.53.170.35 tied to domain update-cdn-secure.net. Recommend adding these indicators to the watchlist and creating a custom detection rule to alert on future contact.","create_ioc_alert"
"The malware sample's SHA256 hash 4f89fec8b30b0b43692b035b42d576864f9952c7c7f34dc43387f858b572bc65 was confirmed malicious and linked to C2 domain backup-restore-svc.org. Update the threat intelligence feed with these IOCs and generate a SIEM rule for network-wide detection.","create_ioc_alert"
"Incident analysis yielded a novel SHA256 hash ec1556be8558ce56421daf96d2280390dec8f8c45c33ff51d0e19a558ecc3697 communicating with a known C2 domain secure-dns-relay.net. Ingest these indicators into the threat intelligence feed and deploy a custom detection rule.","create_ioc_alert"
"Correlation of DNS logs surfaced a suspicious C2 domain telemetry-sync.info resolving to malicious IP 120.62.136.116. Add these to the watchlist and deploy a custom detection rule in the SIEM for organization-wide monitoring.","create_ioc_alert"
"Investigators identified a malicious IP 39.71.167.239 beaconing to C2 infrastructure alongside SHA256 hash db3671f440f98939ac68105bb3993ad7e2565b6b053c682ded6545e06bbbe498. Add both to the watchlist and create a custom detection rule within the SIEM rule set.","create_ioc_alert"
"Investigators identified a malicious IP 210.176.74.75 beaconing to C2 infrastructure alongside SHA256 hash 634939a54d73a921b9f6e1bd0a847e7079be04964f8452901231330949523d66. Add both to the watchlist and create a custom detection rule within the SIEM rule set.","create_ioc_alert"
"The malware sample's SHA256 hash c58290022ed11b11bd749deaf7990343bc1bf7fb69f3ba3d4389e820d4f82fa4 was confirmed malicious and linked to C2 domain api-gateway-cdn.com. Update the threat intelligence feed with these IOCs and generate a SIEM rule for network-wide detection.","create_ioc_alert"
"The dropped payload's SHA256 hash 74c6dfe941a2618243a251bd83f63d3511e9e857901c85cdb0ef48d09c8b8e78 matches known malware communicating with malicious IP 145.29.236.173. Ingest into the threat intelligence feed and create a SIEM rule to detect similar activity.","create_ioc_alert"
